Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1616761551,11695,1616761549,749452672,fcu,-0.028768955,0.020188195,-0.986944485,-0.157179413,1,0,0,0,1,0,0,0,1,0.001369239,0.003280692,-0.003239267,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.42168595,-0.2157463,9.8851032,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11696,1616761549,789452672,fcu,-0.028797252,0.020229031,-0.986932499,-0.157244226,1,0,0,0,1,0,0,0,1,-0.000466197,0.002388213,-0.003292796,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.4118793,-0.2941995,9.87529655,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11697,1616761549,830452672,fcu,-0.028795508,0.020233018,-0.986932104,-0.157246511,1,0,0,0,1,0,0,0,1,-0.001835544,0.002452841,-0.002718871,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.4118793,-0.30400615,9.89490985,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11698,1616761549,869452672,fcu,-0.028740509,0.020202095,-0.986932956,-0.157255203,1,0,0,0,1,0,0,0,1,-0.00163346,0.004359301,-0.001778475,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.4118793,-0.2941995,9.87529655,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11699,1616761549,909452672,fcu,-0.028744595,0.020114528,-0.986926413,-0.157306734,1,0,0,0,1,0,0,0,1,0.00020631,0.005040845,-0.002077841,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.40207265,-0.26477955,9.8851032,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11700,1616761549,949452672,fcu,-0.028723184,0.020064384,-0.986931792,-0.157283303,1,0,0,0,1,0,0,0,1,0.001330691,0.005226405,-0.001748894,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.4314926,-0.2353596,9.87529655,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11701,1616761549,989452672,fcu,-0.028807746,0.020062651,-0.986930298,-0.15727743,1,0,0,0,1,0,0,0,1,0.000236643,0.004022511,-0.000580793,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.4511059,-0.24516625,9.85568325,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11702,1616761550,29452672,fcu,-0.028798075,0.020069094,-0.986930999,-0.157273984,1,0,0,0,1,0,0,0,1,-0.000161385,0.00266994,-0.000487654,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.4511059,-0.24516625,9.85568325,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11703,1616761550,69449600,fcu,-0.028829678,0.020035988,-0.9869248,-0.157311311,1,0,0,0,1,0,0,0,1,-0.000644966,0.002654487,-0.001276786,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.44129925,-0.2353596,9.8654899,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11704,1616761550,109449600,fcu,-0.028858665,0.020043491,-0.986926268,-0.157295825,1,0,0,0,1,0,0,0,1,-0.001084466,0.002944417,-0.00104423,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.38245935,-0.22555295,9.9047165,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11705,1616761550,149449600,fcu,-0.028873798,0.019998601,-0.986916135,-0.157362329,1,0,0,0,1,0,0,0,1,-0.000508802,0.002718734,-0.002046893,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.40207265,-0.196133,9.8851032,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11706,1616761550,189449600,fcu,-0.028872891,0.020043355,-0.986916623,-0.157353738,1,0,0,0,1,0,0,0,1,-0.00101514,0.003502801,-0.001965445,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.40207265,-0.2353596,9.8654899,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11707,1616761550,229449600,fcu,-0.028870879,0.020017574,-0.986919908,-0.157336786,1,0,0,0,1,0,0,0,1,-0.001432103,0.004504306,-0.001199347,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.40207265,-0.3334261,9.8851032,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11708,1616761550,269446272,fcu,-0.028880338,0.019926865,-0.986918305,-0.157356618,1,0,0,0,1,0,0,0,1,0.000328949,0.004632108,-0.000912852,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.40207265,-0.34323275,9.8458766,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
1616761551,11709,1616761550,310446272,fcu,-0.028846016,0.019866608,-0.986923785,-0.157336165,1,0,0,0,1,0,0,0,1,0.002093344,0.00533062,-0.001224782,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.36284605,-0.36284605,9.8851032,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
