Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1616766028.6464126,123648,1616766027,709571776,fcu,-0.03649007655546047,0.02166314916554594,-0.9924437282338721,-0.1151287478020166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006179662421345711,-0.008172443136572838,-0.0066536073572933665,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.61781895,-0.23535959999999878,9.91452315,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6465797,123649,1616766027,748571776,fcu,-0.036552787977501805,0.021804392287060603,-0.9924181992644864,-0.11530212459750283,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0017129438929259777,-0.0053410008549690255,-0.006852191407233476,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.4707192,0.3432327500000012,9.8654899,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6468623,123650,1616766027,789571776,fcu,-0.03652326344136794,0.022070530647513138,-0.9923833928078588,-0.11556013405882026,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.005560196936130524,-0.004317434504628182,-0.009860537946224213,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.4511059,-0.029419949999998817,9.6889702,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6473038,123651,1616766027,828571776,fcu,-0.036695016393002204,0.022405755786541713,-0.9923619370112818,-0.11562544638083821,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.010876482352614403,-0.003706561401486398,-0.009411055594682693,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.59820565,-0.019613299999998786,9.9243298,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6480339,123652,1616766027,868571776,fcu,-0.03645954948802403,0.022910561161357177,-0.9923404101855614,-0.1157856543409147,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.016515709459781647,-0.0011128336191177375,-0.0061263637617230415,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.8237586,0.2059396500000012,9.73800345,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6481657,123653,1616766027,909571776,fcu,-0.036518333071922496,0.02357511445054157,-0.9922853471955717,-0.11610518967408767,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.024794481694698334,-0.0013201925903558742,-0.00923328660428524,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.4118793,0.009806650000001194,9.73800345,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6484878,123654,1616766027,948571776,fcu,-0.03638944257772759,0.024202273097996937,-0.9922371813011157,-0.11642780805885378,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.03016958385705948,0.00021466426551341848,-0.013269409537315369,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.3530394,-0.2941994999999988,9.9831697,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.648694,123655,1616766027,989571776,fcu,-0.036212374093169984,0.024833627944665357,-0.9921956032017247,-0.11670406964972657,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.03264116868376732,0.0014636293053626995,-0.015079908072948456,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5687857000000001,-0.43149259999999884,9.8851032,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6489162,123656,1616766028,28571776,fcu,-0.03615669937615521,0.025431117712347944,-0.9921656884206649,-0.11684690009953752,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.03242821618914604,0.002804024145007132,-0.012392347678542137,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5099458,-0.6570455499999988,9.9439431,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6490507,123657,1616766028,68571776,fcu,-0.035944858446229265,0.025846841370318497,-0.9921534101504639,-0.11692526959243466,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0292179174721241,0.004681767895817756,-0.008165263570845127,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.71588545,-0.9120184499999987,9.8262633,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6493769,123658,1616766028,109571776,fcu,-0.03582888243874615,0.026131390625284055,-0.9921466948202694,-0.11695459616618048,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.022290267050266266,0.006642712280154227,-0.0035933712497353562,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.42168595,-0.8629851999999988,9.8458766,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6497896,123659,1616766028,148571776,fcu,-0.03574424764307164,0.026028595339449588,-0.9921543288028281,-0.11693865410075288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.011703373864293098,0.004565289244055748,-0.001155354548245669,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.22555295,-1.0493115499999988,9.95374975,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.650108,123660,1616766028,188571776,fcu,-0.03583911036737827,0.02561676518872294,-0.9921608146391254,-0.11694553178282452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004027999006211758,0.0046971868723630905,-0.00010123057290911731,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.1176798,-0.3138127999999988,9.83606995,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.650358,123661,1616766028,228571776,fcu,-0.035738249603216705,0.02546911059471415,-0.9921524097565171,-0.11707987758427435,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011448843404650688,0.001902084797620773,-0.0020555695518851285,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.2353596,-0.08825984999999882,9.6497436,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6508746,123662,1616766028,268571776,fcu,-0.03583397874204245,0.025246582809471212,-0.9921580079978396,-0.11705136987544479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010678173042833805,0.00031205452978610954,-0.0029642200097441673,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5491724,-0.33342609999999884,9.65955025,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6513915,123663,1616766028,309571776,fcu,-0.03588547612037132,0.025075601792275047,-0.9921720560491762,-0.11695322994051843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.009721919894218445,0.0003885328769683839,0.0007034945301711559,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.51975245,-0.2549728999999988,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6514962,123664,1616766028,348571776,fcu,-0.035819898831837435,0.025000936153973814,-0.9921619197115464,-0.11707524551928505,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005861992947757244,-0.0001197680830955505,0.0003170697018504143,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.3334261,-0.2451662499999988,9.79684335,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6518679,123665,1616766028,389571776,fcu,-0.03594838805875555,0.0247732201976616,-0.9921404461274915,-0.11726609107051106,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004456410650163889,-3.12551856041019e-06,-0.005259362049400806,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.2157463,-0.49033249999999884,9.7674234,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.651881,123666,1616766028,428571776,fcu,-0.035830724135876985,0.024511181742094008,-0.9921359476094447,-0.1173951559418615,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006737240590155125,0.002257712185382842,-0.008397150784730911,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.588399,-0.5099457999999988,9.8654899,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6522484,123667,1616766028,468571776,fcu,-0.035824869897710665,0.0242154306977185,-0.9921406428793348,-0.11741863719153162,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010831242427229881,0.0031249560415744773,-0.005998569540679455,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.8825985000000001,0.029419950000001197,9.7674234,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6526628,123668,1616766028,509571776,fcu,-0.03580202336770679,0.02414621494269673,-0.9921291586522643,-0.11753683668820508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008129377849400043,0.0035079717636108394,-0.004910237155854702,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.5295591,-0.1667130499999988,9.79684335,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6527402,123669,1616766028,548571776,fcu,-0.035593849881762486,0.024028825912809193,-0.9921313049566107,-0.11760598241985404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.003005542093887925,0.005822936072945594,-0.003961914684623481,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.40207265000000003,-0.1667130499999988,9.75761675,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1616766028.6530447,123670,1616766028,589571776,fcu,-0.035344332463913476,0.023818396520640377,-0.9921085552482231,-0.11791554924245135,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.001496502780355513,0.011081503704190254,-0.0069104772992432135,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.67665885,-0.1274864499999988,9.79684335,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
